"funny","useful","user_cool","characters","user_average_stars","biz_review_count","user_useful","user_funny","biz_open","stars","date","biz_stars","words","user_review_count","cool"
0,0,2,319,4.12,132,11,3,1,3,"2011-09-19",3.5,56,25,0
0,0,4,597,4,108,16,2,1,5,"2009-11-09",4,100,17,0
0,0,3,241,4.38,7,7,7,0,5,"2011-07-21",3.5,49,8,0
2,2,1361,399,3.53,37,1803,1307,1,4,"2009-04-15",3.5,71,308,2
0,1,19,230,4.67,147,22,29,1,5,"2011-02-04",4,42,6,0
3,4,740,200,3.68,19,1175,651,1,3,"2012-03-19",3,36,518,3
1,2,576,297,3.43,41,918,666,0,4,"2009-03-09",3.5,54,393,2
0,3,5,367,3.47,179,17,3,1,3,"2011-10-27",4,68,30,0
1,2,11,455,3.19,264,33,14,1,1,"2012-06-23",3.5,95,21,0
0,0,4,196,4.1,51,9,6,1,5,"2010-11-17",4,33,10,0
0,2,7,4908,3.07,28,18,8,1,1,"2011-12-23",3,896,17,0
0,0,20,351,3.26,131,36,22,1,4,"2011-03-27",4.5,56,58,0
0,1,62,1085,3.86,138,77,69,1,3,"2011-06-28",3.5,210,71,0
1,2,9,631,3.7,56,24,5,1,2,"2010-07-04",3,119,23,0
2,0,23,419,3.49,25,60,24,0,3,"2006-09-19",3.5,80,85,0
0,0,20,226,3.74,12,43,10,1,3,"2012-07-28",4.5,43,38,0
6,7,1727,1333,3.53,81,2092,1548,1,3,"2012-11-25",4.5,253,215,4
0,0,0,95,5,18,0,0,1,5,"2013-01-05",3.5,17,2,0
0,0,24,400,3.55,14,86,20,1,4,"2011-06-16",3.5,79,98,0
0,1,0,327,4.8,5,2,1,1,5,"2012-10-28",4,60,12,0
0,0,0,394,3.33,28,9,0,1,2,"2012-02-09",2.5,79,9,0
0,1,4,329,2.36,79,39,20,1,2,"2012-08-13",3.5,58,25,0
1,3,302,1010,4.32,99,390,80,1,3,"2009-08-07",3.5,171,148,2
0,0,0,37,5,21,3,0,1,5,"2012-04-11",2.5,7,2,0
0,1,1,146,4.07,96,6,1,1,5,"2010-04-16",4.5,30,17,0
1,3,834,1311,4.02,25,1118,758,1,4,"2012-08-10",3.5,225,350,1
0,1,1,1044,3.25,103,3,1,1,3,"2011-11-28",4,206,4,0
0,0,30,833,3.61,198,45,9,1,2,"2010-05-04",3,154,46,0
2,5,7102,231,3.63,5,9659,4785,1,3,"2011-05-04",3,44,1217,2
0,4,133,558,4.17,52,244,34,1,5,"2007-09-19",3,104,100,2
0,2,0,339,5,37,2,0,1,5,"2010-04-20",4,67,3,0
1,5,3901,1700,4.29,7,5065,2517,1,5,"2010-07-27",4,310,670,4
4,14,4322,4110,3.34,218,5504,2672,1,1,"2012-04-17",4,689,620,5
2,5,2530,1143,3.7,229,3255,2470,1,3,"2011-06-10",3.5,201,482,3
10,8,497,1633,3.92,132,591,458,1,5,"2009-01-09",3.5,307,97,11
3,5,54,1375,3.79,182,145,64,1,5,"2011-12-07",4.5,260,73,2
5,4,140,1138,3.5,15,166,148,1,3,"2008-10-27",3,219,62,2
0,2,28,378,3.59,4,39,20,1,2,"2010-04-21",3.5,70,17,0
1,2,0,612,0,230,0,0,1,4,"2010-12-17",4.5,116,0,3
0,0,28,355,3.64,23,169,23,1,3,"2011-11-30",4,67,130,0
0,3,112,1372,4.04,461,161,91,1,3,"2011-05-15",4,258,53,1
0,2,0,304,0,90,0,0,1,4,"2011-05-27",4,62,0,0
3,3,12,848,3.62,93,22,13,1,3,"2008-08-19",4,157,34,2
0,0,9,23,3.84,222,39,5,1,4,"2012-06-21",4,4,38,1
0,0,18,550,2.98,323,59,10,1,3,"2012-12-19",4,108,64,0
1,1,109,1442,3.19,7,190,104,1,5,"2012-12-27",5,266,91,1
0,3,40,1228,3.86,26,90,93,1,5,"2012-02-25",5,211,28,0
0,0,15,1671,3.95,77,26,6,1,4,"2009-01-03",3.5,273,20,0
1,2,524,356,4.01,290,723,352,1,4,"2007-05-10",3.5,64,886,0
2,2,49,714,4.09,412,78,28,1,5,"2012-02-01",3.5,126,54,2
0,2,4,131,3.45,7,29,6,1,3,"2011-04-14",4,23,11,0
0,2,1,134,1,8,5,0,1,1,"2011-04-21",3,20,3,0
0,1,93,107,3.23,86,270,93,1,4,"2009-04-03",4,21,478,0
1,3,0,417,0,222,0,0,1,1,"2010-06-02",4,81,0,0
0,0,0,250,5,31,3,0,0,5,"2010-04-01",3.5,40,4,0
2,0,3,103,3.38,6,7,7,1,1,"2011-06-29",1,18,8,0
0,0,5,340,4.22,44,12,9,1,5,"2011-07-23",4,62,35,0
4,6,1199,752,3.34,44,1545,593,1,3,"2009-01-19",3,137,376,7
0,1,0,648,4,290,1,0,1,4,"2011-02-09",3.5,105,2,0
1,1,285,394,3.84,108,457,147,1,5,"2010-08-30",4,71,189,1
0,2,0,788,2,59,3,0,1,2,"2011-09-10",3,154,1,0
0,0,7,685,3.67,6,15,2,1,5,"2012-07-09",4.5,134,21,0
0,1,12,498,3.24,3,55,16,1,3,"2011-07-21",4,90,41,0
0,0,0,164,2.83,73,9,4,1,4,"2012-09-13",3,32,13,0
0,0,0,112,3.21,196,13,2,1,2,"2011-01-28",3,21,14,0
14,4,135,1974,3.15,99,352,344,1,1,"2012-02-20",3.5,371,209,3
0,1,17,641,3.17,4,86,23,1,2,"2011-06-30",4,128,46,0
0,0,10,155,4.11,3,16,11,1,3,"2012-03-24",3.5,31,48,0
2,1,188,1555,3.67,70,296,203,1,1,"2008-07-28",4.5,291,343,1
3,3,3901,665,4.29,4,5065,2517,1,4,"2011-10-09",4,133,670,5
0,1,51,195,4.05,31,66,24,1,5,"2012-03-28",4.5,35,133,2
0,0,0,80,2.33,6,0,0,1,1,"2011-10-14",1.5,17,3,0
0,0,26,1114,3.4,147,55,24,0,3,"2009-05-17",4,209,25,0
0,4,0,1673,3.79,31,14,0,0,1,"2012-07-21",2.5,314,14,0
0,1,21,128,3.75,269,52,11,1,3,"2011-05-09",4,25,91,0
0,2,0,693,0,270,0,0,1,4,"2010-01-25",4.5,128,0,1
0,0,0,141,5,363,0,0,1,5,"2012-11-10",4.5,24,1,0
0,2,343,108,3.85,150,747,126,1,4,"2011-05-23",3.5,18,1467,1
1,1,0,1270,0,3,0,0,1,2,"2012-08-14",2.5,242,0,0
0,1,214,612,4.04,153,387,77,1,4,"2011-12-21",4,99,130,1
0,0,0,308,0,735,0,0,1,4,"2011-10-11",4.5,62,0,0
0,1,204,679,3.93,35,384,173,0,3,"2011-01-24",3.5,129,264,0
1,1,4,398,4,19,13,3,1,5,"2009-01-31",4.5,74,13,1
0,0,1,287,4,477,8,2,1,5,"2012-05-03",4.5,49,7,0
1,1,106,1083,4.72,20,178,66,1,5,"2011-08-23",4.5,199,54,1
0,0,0,242,0,41,0,0,1,4,"2012-02-24",3,50,0,0
1,1,31,1078,3.65,122,34,21,1,5,"2008-10-23",3.5,216,20,1
0,1,0,268,0,36,0,0,1,3,"2010-01-25",3.5,51,0,0
0,2,0,761,0,5,0,0,1,1,"2010-10-14",3.5,142,0,0
0,0,4,979,3.81,54,12,4,0,3,"2012-02-26",3.5,185,16,0
0,1,41,1789,3.11,39,81,38,1,2,"2011-02-02",3.5,336,27,0
0,0,2,127,3.77,17,27,4,1,2,"2010-04-18",3,25,23,0
2,4,1,527,3,39,6,3,1,1,"2011-08-16",4,97,3,0
0,0,4,316,3.9,42,26,9,1,3,"2011-05-30",4.5,63,41,0
0,1,420,2836,3.43,203,798,279,1,3,"2012-04-30",4.5,519,584,0
0,0,0,748,4,248,0,0,1,4,"2010-10-06",4,138,1,0
0,0,3,726,4.44,292,14,2,1,4,"2012-01-31",4.5,134,27,0
0,1,3,1474,3.75,85,5,6,1,3,"2011-02-14",3.5,285,9,0
0,0,81,251,3.5,13,299,91,1,2,"2009-11-25",3.5,44,464,0
0,3,534,713,3.32,862,796,329,1,4,"2011-08-26",3,138,262,2
2,5,45,240,3.92,12,105,36,1,1,"2012-06-12",2,38,66,1
1,3,191,1123,4.16,155,318,158,1,5,"2009-11-10",3.5,206,93,2
0,0,2,557,4.38,246,4,2,1,4,"2012-09-23",4,108,8,0
0,1,42,777,3.42,36,100,61,1,3,"2010-06-26",3.5,146,73,0
0,0,1,539,3.25,36,8,0,1,2,"2012-12-04",3,101,16,0
0,0,14,593,3.62,52,62,7,1,3,"2010-11-03",3.5,96,131,0
1,0,12,2346,4.03,13,24,12,1,3,"2012-10-23",3.5,426,30,0
0,0,5,572,3.67,43,8,5,1,3,"2010-03-02",3,101,6,0
6,6,847,1148,3.63,139,1115,758,1,3,"2007-08-14",4,212,427,2
0,1,0,583,3,15,3,1,1,5,"2011-08-05",4,107,5,0
0,0,30,302,3.36,218,135,50,1,2,"2011-03-19",4,51,91,0
2,3,40,599,3.74,55,82,28,1,2,"2011-03-06",3,109,38,2
0,1,37,179,3.61,79,113,43,1,3,"2012-06-28",4,38,215,0
0,1,1,360,3.67,46,8,1,1,5,"2012-08-15",4.5,69,3,1
1,2,4,815,4.67,12,8,3,1,5,"2012-11-04",4.5,147,3,1
0,0,25,423,3.71,37,76,18,1,3,"2012-02-11",3.5,81,173,0
2,4,0,837,0,179,0,0,1,4,"2010-12-03",4,137,0,4
4,7,42,913,3.61,461,75,29,1,4,"2009-10-22",4,155,31,6
1,2,26,146,3.58,19,38,15,0,5,"2008-10-23",4.5,31,26,2
0,0,0,316,5,42,0,0,1,5,"2012-03-17",4.5,58,1,0
0,0,21,200,4.19,74,57,12,1,5,"2011-07-18",4.5,35,47,0
1,1,0,280,3.75,54,2,1,1,2,"2012-08-15",3.5,48,4,0
0,1,16,388,3.74,412,96,20,1,5,"2012-03-26",3.5,73,145,0
0,0,9,724,3.63,93,12,2,1,2,"2012-07-31",4,144,19,0
2,2,493,341,3.95,10,716,327,1,5,"2012-08-12",4,64,318,2
0,0,2,214,4.33,25,8,0,1,5,"2012-09-09",4.5,41,7,0
0,0,1,430,4.75,72,3,0,1,5,"2011-02-01",3.5,77,4,0
0,0,1,227,3.89,16,5,0,1,5,"2010-07-26",3.5,42,21,0
1,0,0,3824,0,262,0,0,1,4,"2012-12-28",4.5,641,0,0
0,1,8,314,3.71,78,39,7,1,3,"2011-11-21",4,60,84,0
0,3,1876,6,3.44,14,2523,1569,0,3,"2009-08-14",3.5,1,574,0
0,0,1,35,4.27,31,3,0,1,3,"2011-01-25",4,6,11,0
0,1,20,265,4.1,78,60,13,1,4,"2010-07-23",3.5,48,58,0
0,0,4,77,3.53,91,13,9,1,4,"2010-03-15",4,12,19,0
0,2,7,432,3.47,59,17,8,1,1,"2011-02-10",3.5,78,17,0
2,2,1074,2067,3.71,39,1299,1105,0,3,"2007-06-17",3,382,350,4
0,3,0,1071,4,70,3,0,1,4,"2011-04-14",3.5,204,1,0
1,2,61,572,3.56,34,181,52,1,2,"2010-10-12",4,103,75,1
0,0,0,517,0,55,0,0,1,4,"2011-02-28",3.5,97,0,0
0,1,7,196,3.74,39,20,8,1,5,"2011-08-23",3,37,19,0
1,3,590,1170,3.7,53,953,629,1,5,"2009-07-06",4,215,330,1
1,0,403,890,3.82,5,717,342,1,4,"2007-03-04",4.5,157,384,0
0,0,2,31,3.29,57,14,2,1,5,"2011-09-23",4,6,14,0
0,2,893,88,3.54,19,1155,751,1,2,"2011-02-24",3,18,306,1
0,1,3,483,3.85,59,6,3,1,4,"2008-12-09",3,92,14,0
0,0,2,223,4.36,31,18,2,1,5,"2010-03-23",4,38,14,0
0,0,19,769,3.92,105,87,22,1,5,"2011-10-05",4,141,51,0
0,0,21,448,3.49,27,83,19,1,5,"2011-06-30",3.5,82,198,0
0,2,0,264,4.33,105,5,1,1,5,"2012-06-29",4,46,6,0
1,1,493,930,3.95,803,716,327,1,5,"2011-03-07",4,176,318,1
0,1,322,411,3.72,19,1034,331,1,5,"2012-04-13",4,81,376,0
0,3,29,297,4.2,44,57,11,1,5,"2009-04-11",3,52,25,2
0,1,10,521,3.43,122,24,10,1,5,"2011-03-16",4,99,21,0
0,2,7,251,4.63,5,26,4,1,5,"2011-01-18",5,48,19,0
0,0,5,373,4.16,135,30,3,1,4,"2012-04-16",4,63,26,0
0,2,987,525,4.24,153,1122,685,1,4,"2012-05-06",4,94,285,1
0,0,114,1590,3.61,262,170,82,1,3,"2012-03-13",4,284,125,0
0,0,2,327,2,89,24,5,0,5,"2010-04-27",4,60,5,0
0,0,1,489,3.79,14,18,2,1,4,"2012-10-21",4.5,84,14,0
0,0,1,289,3.9,93,5,1,1,4,"2012-04-28",4.5,54,10,0
0,0,0,971,3.5,123,3,0,1,4,"2011-11-05",3,175,5,0
3,2,412,1405,3.63,305,596,504,1,2,"2012-09-25",3.5,261,219,2
0,0,62,459,3.75,10,174,43,1,3,"2012-05-14",3.5,88,142,0
0,1,1,789,2.67,44,6,3,1,1,"2012-07-08",4,151,3,0
0,1,11,629,4.03,153,45,13,1,4,"2012-05-16",4,120,35,0
0,0,9,1188,3.19,85,50,18,1,3,"2009-12-25",3.5,228,26,0
0,0,117,110,3.42,4,408,93,1,2,"2010-04-05",2.5,19,422,0
1,1,16,1022,3.87,66,28,21,1,3,"2012-11-17",4,203,87,0
2,2,0,1386,0,121,0,0,1,3,"2008-05-29",3.5,241,0,0
1,2,124,483,3.59,64,166,123,1,4,"2008-11-21",4,93,51,3
0,0,1,264,2.62,47,3,0,1,4,"2009-08-31",3,50,8,0
0,1,0,245,2,5,1,0,0,3,"2012-04-03",3.5,42,3,0
1,1,205,982,3.72,245,359,196,1,5,"2009-05-24",4,181,223,2
0,1,34,989,2.44,317,93,48,1,3,"2010-03-28",4,169,39,1
7,11,527,914,3.86,50,704,488,1,1,"2009-07-21",3.5,167,194,6
2,2,37,554,4.06,105,44,35,1,2,"2010-02-04",4,115,17,2
0,0,3,262,4,145,3,3,1,5,"2012-10-19",3.5,49,4,0
0,0,0,215,0,7,0,0,1,5,"2012-03-23",4.5,39,0,0
0,1,296,623,3.54,34,487,370,1,3,"2011-04-04",4,111,377,0
0,0,57,342,3.86,8,148,56,1,5,"2010-11-14",4,61,207,0
0,1,30,70,3.5,307,51,10,1,5,"2010-09-15",4,14,22,1
0,0,0,630,3,63,0,0,0,3,"2011-06-18",3,115,1,0
1,4,0,1641,0,14,0,0,1,4,"2007-08-30",3.5,316,0,1
2,3,118,703,3.69,461,186,94,1,5,"2009-05-09",4,129,94,3
0,0,12,634,3.44,171,44,29,1,4,"2010-10-05",3.5,126,39,0
0,2,148,2046,3.62,229,423,153,1,3,"2012-12-26",3.5,370,314,0
0,0,0,223,3.67,309,2,2,1,5,"2012-03-08",4,35,3,0
0,1,2,762,3.86,94,3,0,1,4,"2010-12-30",4,137,15,0
0,0,64,420,3.5,262,176,51,1,3,"2009-08-08",4,75,311,0
0,0,16,890,3.72,358,50,19,1,5,"2011-01-22",4,169,85,0
0,1,10,144,4.16,14,23,8,1,5,"2012-09-18",4.5,23,23,1
0,1,11,486,3.88,50,28,5,1,5,"2012-07-11",4,101,40,1
0,0,44,633,3.55,55,128,93,1,3,"2011-01-15",4.5,121,173,0
0,0,11,50,4.09,122,19,7,1,5,"2012-08-24",3.5,11,84,0
0,1,31,276,3.77,13,117,10,1,4,"2012-06-06",3.5,53,156,0
0,1,14,893,3.1,16,89,27,1,3,"2011-02-23",2.5,173,77,0
3,5,31,2071,3.87,5,90,51,1,5,"2011-05-29",4,408,61,4
0,1,3,252,3.45,14,22,10,1,5,"2012-06-13",4.5,47,31,0
0,1,7,1525,3.88,27,11,7,1,3,"2012-05-22",3.5,291,9,0
3,3,0,1149,0,85,0,0,1,3,"2011-05-01",4.5,209,0,1
2,1,10,2381,3.47,26,33,13,1,2,"2012-01-18",3.5,415,15,1
0,1,0,1065,3.83,115,9,1,1,1,"2012-09-15",4,218,6,0
2,3,47,1245,3.82,4,105,30,0,3,"2009-04-24",4,249,60,1
1,0,7,181,3.55,153,21,7,1,2,"2012-09-24",4,29,59,0
1,2,86,990,2.89,7,197,62,1,3,"2009-12-11",3,187,148,1
1,2,285,518,3.84,17,457,147,1,4,"2009-01-22",4,98,189,1
0,3,45,2258,3.57,64,155,50,0,5,"2010-02-16",4,414,67,2
0,0,21,282,3.49,156,83,19,1,5,"2009-07-09",4.5,49,198,0
0,1,517,94,3.82,15,784,255,1,5,"2011-11-25",4,15,719,2
0,0,44,705,3.32,106,197,49,1,5,"2010-01-12",4,129,286,0
0,0,180,997,3.65,61,275,132,1,3,"2010-03-16",4,189,168,0
0,0,3,635,3.69,32,7,3,1,4,"2012-08-04",2.5,131,16,0
0,0,262,285,4.13,27,358,180,1,5,"2010-08-16",4,50,76,0
0,0,0,203,5,3,0,1,0,5,"2005-12-15",4,40,1,0
0,0,4,477,3.47,107,16,2,1,4,"2011-04-09",4,93,38,0
0,0,37,192,3.61,153,113,43,1,1,"2012-12-01",3.5,39,215,0
2,3,0,489,0,5,0,0,0,3,"2008-09-09",4,92,0,4
0,1,17,1509,3.68,20,89,14,1,5,"2012-05-29",4.5,299,72,0
0,0,0,508,0,51,0,0,1,5,"2011-03-29",4.5,95,0,0
0,0,5,276,4.17,48,18,3,1,4,"2009-07-03",3.5,58,29,0
2,5,1875,1730,3.92,50,2452,1233,1,4,"2012-12-15",3.5,329,539,4
1,1,506,992,4.12,22,853,415,1,4,"2009-12-20",4,182,407,0
0,0,156,988,3.84,10,301,74,1,2,"2011-06-03",3.5,175,136,0
0,1,278,211,3.74,22,752,205,1,4,"2011-04-19",3.5,43,403,0
0,1,13,316,3.86,31,62,28,1,1,"2009-04-04",3,60,93,0
3,1,12,1951,3.9,398,20,8,1,2,"2011-04-24",4,335,20,0
0,0,0,687,0,29,0,0,1,5,"2010-12-02",3.5,128,0,0
0,1,246,1765,3.68,183,475,112,1,4,"2010-02-05",4,348,160,1
0,0,13,163,3.67,17,59,20,1,4,"2012-05-13",4,30,135,0
1,2,65,1613,3.73,8,250,92,1,5,"2010-10-13",4.5,313,173,1
0,0,326,900,3.54,15,578,280,1,3,"2011-08-19",3,174,512,0
0,0,0,411,0,6,0,0,1,2,"2011-11-30",4,75,0,0
0,2,46,1468,4,42,67,22,0,4,"2009-04-30",3.5,265,24,0
0,0,491,1071,3.9,8,767,396,1,5,"2012-08-08",5,196,320,0
0,2,200,1169,3.73,65,316,150,1,4,"2008-05-02",4,224,146,2
2,2,606,617,3.71,5,898,494,1,4,"2009-06-29",2,115,199,2
0,1,3,1359,4.1,30,24,3,1,5,"2011-04-19",4,249,10,0
2,1,667,449,3.17,96,941,589,1,1,"2006-12-07",4,88,265,1
0,3,19,843,3.76,27,36,16,1,2,"2011-09-09",3.5,159,20,0
0,0,4,621,3.81,43,27,7,1,4,"2012-03-18",2.5,126,32,0
1,0,1,321,3.93,15,14,3,1,5,"2012-02-21",4,58,15,0
0,1,400,936,3.69,58,656,291,1,3,"2009-07-11",3.5,186,308,0
0,1,546,836,3.79,6,1098,376,1,4,"2012-01-26",4,157,791,0
2,5,823,1261,3.51,199,1360,623,1,1,"2010-01-25",3.5,239,671,1
0,0,0,62,3.89,441,1,0,1,5,"2012-08-27",4,8,9,0
0,0,13,234,3.51,8,83,14,1,2,"2012-06-17",3.5,40,112,0
0,1,0,219,4.14,199,2,0,1,3,"2012-07-31",4,45,14,0
4,0,0,337,0,87,0,0,0,1,"2010-07-02",3,64,0,0
5,7,670,1883,3.62,30,853,688,0,2,"2010-05-15",3.5,330,99,6
1,2,123,849,3.63,124,284,103,1,1,"2012-10-20",2.5,156,134,1
1,2,2025,231,3.99,108,2685,1209,1,3,"2012-02-09",3,41,900,2
2,0,7,2764,3.2,258,15,19,1,5,"2011-04-22",4,491,10,1
1,1,15,94,2.73,98,45,20,1,1,"2012-04-03",3.5,16,48,1
0,0,23,90,3.81,44,89,13,1,3,"2011-09-23",3.5,17,100,0
1,1,9,192,2.82,65,21,13,1,1,"2011-06-07",3.5,35,17,1
0,0,181,458,3.5,196,458,177,1,4,"2008-08-14",3,88,283,1
0,0,0,207,0,7,0,0,1,5,"2012-01-21",3,44,0,0
0,0,1,213,3.78,44,2,0,1,5,"2011-07-10",4,41,9,0
0,1,1,254,4,24,2,1,1,2,"2011-11-22",2.5,48,3,0
0,1,5,1283,2.82,224,30,4,1,3,"2009-10-12",4,249,34,0
0,0,35,1140,3.07,12,108,54,1,3,"2012-06-05",4,202,74,0
0,0,24,638,4.03,210,75,19,1,5,"2013-01-01",4,106,75,1
1,1,128,570,3.8,803,188,126,1,5,"2008-09-07",4,107,64,1
0,1,1,579,3.2,27,1,0,1,1,"2012-12-17",2.5,105,5,0
0,1,13,388,3.51,318,46,3,1,2,"2010-03-21",3.5,74,49,0
0,0,6,399,3.79,103,15,9,1,5,"2012-02-07",4,65,24,0
0,0,9,405,4,5,21,3,1,1,"2011-03-06",3,73,16,0
2,2,214,225,4.43,13,322,126,1,2,"2009-09-24",2.5,39,319,2
2,2,135,948,3.94,101,176,123,1,4,"2009-09-16",3.5,171,82,1
0,0,117,218,3.42,72,408,93,1,3,"2009-06-28",3.5,42,422,0
0,0,0,36,5,161,0,0,1,5,"2011-09-09",3.5,6,3,0
0,0,44,602,4.11,16,86,24,1,3,"2012-10-07",3.5,101,149,0
0,0,1,2672,4,14,12,5,1,2,"2010-10-26",2.5,498,20,0
0,0,2,165,4.6,124,11,1,1,5,"2012-03-27",4.5,30,11,0
0,2,3901,474,4.29,136,5065,2517,1,5,"2011-01-13",4,92,670,3
0,0,64,174,3.5,58,176,51,1,2,"2009-08-17",3,27,311,0
0,0,893,264,3.54,58,1155,751,1,1,"2010-02-19",3,47,306,0
0,2,45,137,3.5,68,86,27,1,3,"2011-11-30",3,23,66,2
0,1,1,319,3.12,265,3,1,1,5,"2012-01-08",4.5,56,8,0
0,0,150,1417,4.12,9,323,111,1,2,"2012-01-02",3.5,276,273,0
0,1,6,35,3.83,10,9,0,1,2,"2012-05-29",3.5,6,12,0
0,0,0,1131,3,272,0,0,1,3,"2012-08-06",4,219,1,0
0,0,62,429,4.08,39,225,40,1,4,"2012-03-03",4,72,265,1
0,1,73,660,3.48,101,134,54,1,3,"2010-08-22",3.5,114,81,0
0,0,19,629,3.85,7,86,35,1,5,"2012-10-03",5,108,85,0
0,2,636,1236,3.93,333,852,626,1,5,"2010-01-23",4.5,216,332,1
0,0,6,586,4.12,85,24,5,1,4,"2009-11-29",4.5,105,25,0
0,0,219,367,4.17,21,244,179,1,3,"2012-11-12",4,74,83,1
0,1,0,387,0,10,0,0,1,1,"2012-07-23",3,68,0,0
1,3,2,418,1.33,144,6,1,1,1,"2010-02-17",4,77,3,2
5,13,7102,1743,3.63,57,9659,4785,1,4,"2011-03-13",3.5,264,1217,7
0,0,64,215,4.08,13,162,13,1,4,"2010-11-13",3.5,43,131,0
0,0,3,130,3,3,20,4,1,1,"2011-09-08",3.5,21,5,0
1,0,110,512,3.6,52,208,96,1,2,"2009-10-11",3.5,92,122,0
0,2,192,641,3.55,431,392,116,1,3,"2008-10-21",4,116,145,1
3,2,174,3450,3.48,265,466,174,1,2,"2012-06-08",4.5,650,224,0
0,2,623,1488,3.32,58,1016,395,1,5,"2008-06-08",4,272,256,2
2,4,523,67,4.21,30,723,243,1,5,"2010-11-17",4.5,10,223,4
0,0,0,497,0,3,0,0,1,5,"2011-02-22",4.5,95,0,0
5,4,0,599,0,110,0,0,0,1,"2009-05-11",3,103,0,3
0,1,1,126,4.33,47,1,0,1,5,"2011-05-30",3.5,24,3,0
0,0,284,1020,3.87,16,489,204,1,3,"2010-03-03",3.5,187,216,0
0,0,4,916,4.22,16,10,3,1,1,"2012-09-06",2.5,169,9,0
0,2,5,1086,3.88,689,17,2,1,5,"2011-08-16",4,192,8,0
0,3,13,1631,3.35,12,68,24,1,1,"2010-08-13",3,307,63,0
0,2,7,790,3.74,120,32,6,1,3,"2011-12-27",4,136,46,0
1,1,48,900,3.01,74,131,46,1,3,"2009-10-09",3.5,167,76,1
1,6,20,1368,3.77,803,85,7,1,3,"2010-09-24",4,256,70,0
0,0,0,446,5,16,0,0,1,5,"2011-12-06",4,90,2,0
1,2,100,544,3.66,207,251,61,1,4,"2011-06-01",3.5,105,220,0
0,0,0,1385,0,12,0,0,0,1,"2010-09-27",3,242,0,1
0,3,1876,188,3.44,124,2523,1569,1,3,"2008-03-02",4.5,34,574,1
0,2,92,133,3.98,9,162,49,1,4,"2009-06-16",5,24,57,2
0,0,6,119,4.35,25,23,1,1,5,"2011-11-17",3.5,24,43,0
0,0,2,239,3.6,131,2,8,1,4,"2010-02-27",3.5,46,5,0
0,0,8,185,4.07,25,32,4,1,2,"2011-10-03",3.5,37,43,0
0,0,0,689,2,37,0,0,1,2,"2012-04-07",4,127,1,0
1,2,65,558,4.11,222,126,37,1,3,"2010-03-11",4,105,46,1
4,1,1361,2620,3.53,14,1803,1307,1,1,"2009-03-30",4,508,308,1
0,2,66,963,4.08,41,185,41,1,5,"2011-02-18",4,184,93,1
1,2,6,1189,4.03,30,34,2,0,4,"2010-07-07",3.5,215,30,0
0,1,0,116,3.4,10,14,5,1,3,"2011-04-02",3.5,24,10,0
0,3,26,750,3.6,461,67,19,1,5,"2011-07-11",4,138,42,1
0,0,1,552,2.33,22,4,1,1,1,"2012-02-08",3,105,4,0
0,0,102,549,4.05,76,195,77,1,3,"2010-11-08",4,103,118,0
0,0,6,903,4.23,28,15,2,1,3,"2011-08-22",3,168,13,0
0,0,44,443,3.74,803,194,30,1,4,"2009-07-09",4,86,294,0
1,1,636,864,3.93,46,852,626,1,5,"2012-11-12",4.5,148,332,1
0,1,197,324,3.66,70,429,145,1,4,"2010-07-09",3.5,66,319,0
0,0,0,679,4,47,0,0,1,4,"2012-12-11",4.5,130,5,0
0,4,758,1684,3.79,44,1122,585,1,3,"2012-05-17",3,292,290,1
5,12,7102,872,3.63,69,9659,4785,1,3,"2011-05-06",3.5,110,1217,7
0,0,1,287,3.91,3,11,0,1,4,"2010-07-07",4,49,11,0
0,0,5,498,3.1,290,41,8,1,4,"2010-09-26",3.5,99,39,0
1,1,28,269,3.57,101,61,26,1,5,"2009-02-02",4,52,53,2
0,1,22,842,2.91,14,66,19,0,2,"2010-09-06",3,152,33,0
0,0,0,595,2,75,0,0,1,2,"2010-10-27",4,117,1,0
0,0,18,426,3.84,171,50,12,1,1,"2010-09-26",3.5,79,26,0
0,0,3,1454,4.33,264,6,1,1,4,"2010-03-08",4.5,241,6,0
0,4,30,544,3.94,89,59,5,1,4,"2010-06-29",3.5,98,17,3
1,2,8,283,3.37,52,66,25,1,1,"2011-12-04",3.5,56,100,1
7,5,502,570,3.65,362,1224,530,1,3,"2010-04-03",3.5,103,310,0
0,1,5,175,4.25,5,50,18,1,1,"2012-05-02",4,34,67,0
0,1,37,931,2.47,67,130,47,0,1,"2007-09-07",4,161,53,0
0,2,12,294,3.01,18,67,29,1,4,"2012-05-21",4,55,68,0
0,0,421,796,3.65,52,650,393,0,4,"2009-11-09",3,144,392,0
0,0,7,443,4.32,105,24,1,1,4,"2011-06-28",3.5,84,22,0
0,0,5,395,3.64,52,14,2,1,4,"2012-12-19",4,73,36,1
1,3,29,254,4.25,214,70,21,1,2,"2008-12-01",3.5,51,55,2
0,1,0,196,5,34,2,0,1,5,"2012-06-15",4,37,3,0
5,9,311,1326,3.62,135,447,299,1,1,"2009-09-16",4.5,244,158,5
0,3,0,1130,0,136,0,0,1,3,"2009-10-03",4,199,0,0
0,1,27,277,3.72,76,92,24,1,3,"2011-08-27",3.5,50,133,0
0,0,7,130,3.13,74,49,5,1,2,"2012-08-04",3.5,24,82,1
0,1,11,1396,4.1,171,18,1,1,3,"2012-08-14",3.5,264,20,0
0,2,19,513,3.5,3,76,40,1,5,"2012-04-28",4.5,102,101,0
